,536,CFT073,F11,HM01,HM03,HM06,HM07,HM14,HM17,HM43,HM54,HM56,HM57,HM60,HM66,HM68,HM86,K-12,UMN026,UTI89
10353_traA,,,AS527_RS09150,PROKKA_05267,,PROKKA_05280 PROKKA_05440,,PROKKA_04857,,PROKKA_04888,PROKKA_05496,PROKKA_04897,,PROKKA_06155,,,PROKKA_05333,,ECUMN_p10111,UTI89_P106
21017_Phage_terminase_larg..,,,,,,,PROKKA_01022,,,,,,,,,,,,,
29789_Transposase,,,,,,,,PROKKA_04891,,,,,,,,,,,,
145_yacC,,c0151,,,,,,,,,,,,,,,,,ECUMN_0119,UTI89_C0135
77874_eutB,ECP_RS12560,c2975,AS527_RS09890,PROKKA_02196,PROKKA_00822,PROKKA_01240,PROKKA_02025,PROKKA_02471,PROKKA_04095,PROKKA_03761,PROKKA_04586,PROKKA_02175,PROKKA_01268,PROKKA_02826,PROKKA_01246,,PROKKA_02236,b2441,ECUMN_2762,UTI89_C2774
36491_yiaO_1,,,,,,,,,,PROKKA_01615,,,,,,,,,,
75903_yajQ,ECP_RS02425,c0537,AS527_RS04030,PROKKA_04917,PROKKA_03396,PROKKA_04111,PROKKA_04874,PROKKA_00252,PROKKA_01299,PROKKA_01091,PROKKA_02183,PROKKA_04231,PROKKA_04144,PROKKA_00143,PROKKA_03946,PROKKA_04658,PROKKA_04472,b0426,ECUMN_0465,UTI89_C0449
60184_gcvT_2,,,,,,,,,,,,,,PROKKA_05356,,,,,,
79735_yjjY,ECP_RS24050,c5489,AS527_RS25465,,,,,,,,,,,,,,,b4402,,UTI89_C5175
79416_nrfA,ECP_RS21930,c5066,AS527_RS11925,PROKKA_04055,PROKKA_02536,PROKKA_03241,PROKKA_03989,PROKKA_04253,PROKKA_02214,PROKKA_01959,PROKKA_01251,PROKKA_00335,PROKKA_03177,PROKKA_03941,PROKKA_03046,PROKKA_03724,PROKKA_00232,b4070,ECUMN_4606,UTI89_C4660
77853_yfeS,,,,,,,,,,,,,,,,,,b2420,,
76143_glnS,ECP_RS03515,c0766,AS527_RS05165,PROKKA_00172,PROKKA_03638,PROKKA_04364,PROKKA_05158,PROKKA_00565,PROKKA_01065,PROKKA_00852,PROKKA_02435,PROKKA_03993,PROKKA_04372,PROKKA_00410,PROKKA_04181,PROKKA_04890,PROKKA_04231,b0680,ECUMN_0765,UTI89_C0684
77988_hmp,ECP_RS13030,c3075,AS527_RS10345,PROKKA_02311,PROKKA_00936,PROKKA_01337,PROKKA_02154,PROKKA_02588,PROKKA_03998,PROKKA_03664,PROKKA_04704,PROKKA_02077,PROKKA_01415,PROKKA_02953,PROKKA_01342,PROKKA_01984,PROKKA_02138,b2552,ECUMN_2872,UTI89_C2871
58923_Zinc-binding_dehydro..,,,,,,,,,,,,,,PROKKA_04031,,,,,,
75560_thiQ,ECP_RS00355,c0082,AS527_RS25095,PROKKA_04497,PROKKA_02992,PROKKA_03740,PROKKA_04428,PROKKA_04731,PROKKA_01784,PROKKA_01486,PROKKA_01784,PROKKA_04656,PROKKA_03733,PROKKA_03352,PROKKA_03483,PROKKA_04243,PROKKA_04830,b0066,ECUMN_0067,UTI89_C0074
77935_purN,ECP_RS12765,c3018,AS527_RS10095,PROKKA_02247,PROKKA_00880,PROKKA_01282,PROKKA_02088,PROKKA_02528,PROKKA_04054,PROKKA_03720,PROKKA_04628,PROKKA_02134,PROKKA_01308,PROKKA_02882,PROKKA_01286,PROKKA_01927,PROKKA_02194,b2500,ECUMN_2814,UTI89_C2816
24416_hypothetical_protein,,,,,,,PROKKA_04610,,,,,,,,,,,,,
57879_hypothetical_protein,,,,,,,,,,,,,,PROKKA_05964,,,,,,
76496_csgA,ECP_RS05250,c1306,AS527_RS02530,PROKKA_00535,PROKKA_04010,PROKKA_04826,PROKKA_00386,PROKKA_01010,PROKKA_00591,PROKKA_00504,PROKKA_02778,PROKKA_03655,PROKKA_04708,PROKKA_01015,PROKKA_04695,PROKKA_00403,PROKKA_03781,b1042,ECUMN_1216,UTI89_C1165
80781_hypothetical_protein..,,,,,,,,,,,,,,,,,,,ECUMN_0880,
7394_degA,ECP_RS12180,,,PROKKA_02124,PROKKA_00746,,PROKKA_01946,PROKKA_02392,,,PROKKA_04511,,,,PROKKA_01171,,PROKKA_02312,,ECUMN_2693,
22904_degS_1,,,,,,,PROKKA_03000,,,,PROKKA_00237,,,,,,,,,
73883_oppB_1,,,,,,,,,,,,,,,,,PROKKA_03505,,,
73125_hypothetical_protein,,,,,,,,,,,,,,,,,PROKKA_02715,,,
37039_Sulfite_exporter_Tau..,,,,,,,,,,PROKKA_02197,PROKKA_00973,,,,,,,,,
25028_CobQ-CobB-MinD-ParA_..,,,,,,,,PROKKA_05015,,,,,,,,,,,,
15374_hypothetical_protein,,,,,,PROKKA_00587,,,,,,,,,,,,,,
79615_insG,,c3703,AS527_RS26555,PROKKA_00806 PROKKA_00969 PROKKA_01961 PROKKA_02293 PROKKA_03550 PROKKA_04310,PROKKA_01600 PROKKA_02748 PROKKA_04320,,PROKKA_02208 PROKKA_02383,PROKKA_04470,,,PROKKA_00635 PROKKA_00876 PROKKA_01553 PROKKA_01618 PROKKA_02555 PROKKA_03160 PROKKA_03192 PROKKA_04509 PROKKA_04565 PROKKA_05221,PROKKA_03407,,PROKKA_01258 PROKKA_05710,,,,b4278,ECUMN_4173 ECUMN_4840 ECUMN_4970,
20358_torA_1,,,,,,,PROKKA_00337,PROKKA_00965,,,,,PROKKA_04666,,PROKKA_04490,PROKKA_00295,,,,
32464_hypothetical_protein,,,,,,,,,PROKKA_02703,,,,PROKKA_02698,,,,,,,
8566_arsA,,,,PROKKA_03365,,,,,,,,,,,,,,,ECUMN_3991,
4429_Ethanolamine_utiliza..,,c4526,AS527_RS23380,,,,,,,,PROKKA_01374,,,,,,,,,
55724_mdoH_1,,,,,,,,,,,,,,PROKKA_01024,,,,,,
79491_yjeJ,ECP_RS22365,c5230,AS527_RS23995,PROKKA_04176,PROKKA_02610,PROKKA_03337,PROKKA_04074,PROKKA_04329,PROKKA_02128,PROKKA_01875,PROKKA_01414,PROKKA_00241,PROKKA_03444,PROKKA_03776,PROKKA_03131,PROKKA_03918,PROKKA_00143,b4145,ECUMN_4680,UTI89_C4743
10349_Bacterial_conjugatio..,,,AS527_RS09170,PROKKA_05263,,PROKKA_05444,,PROKKA_04861,,PROKKA_04892,PROKKA_05500,PROKKA_04901,,PROKKA_06149,,,,,ECUMN_p10107,UTI89_P110
21307_bphA,,,,,,,PROKKA_01322,,,,,,,,,,,,,
76811_ralR,,,,,,,,,,,,,,,,,,b1348,,
77730_lrhA,ECP_RS11860,c2830,AS527_RS20255,PROKKA_02062,PROKKA_00633,PROKKA_01095,PROKKA_01875,PROKKA_02329,PROKKA_04236,PROKKA_03897,PROKKA_04392,PROKKA_02306,PROKKA_01127,PROKKA_02668,PROKKA_01109,PROKKA_01755,PROKKA_02378,b2289,ECUMN_2628,UTI89_C2570
13442_hin,,,,,PROKKA_03240,,,,,,,,,,,,,,,
19600_hypothetical_protein,,,,,,PROKKA_05042,,,,,,,,,,,,,,
79038_nepI,ECP_RS19630,c4586,AS527_RS00930,PROKKA_03566,PROKKA_02087,PROKKA_02766,PROKKA_03500,PROKKA_03790,PROKKA_02698,PROKKA_02432,PROKKA_00720,PROKKA_00819,PROKKA_02703,PROKKA_04213,PROKKA_02573,PROKKA_03212,PROKKA_00785,b3662,ECUMN_4187,UTI89_C4218
78869_uspA,ECP_RS18280,c4293,AS527_RS07845,PROKKA_03356,PROKKA_01893,PROKKA_02478,PROKKA_03275,PROKKA_03581,PROKKA_02915,PROKKA_02635,PROKKA_00514,PROKKA_01012,PROKKA_02493,PROKKA_04555,PROKKA_02382,PROKKA_02980,PROKKA_00991,b3495,ECUMN_3980,UTI89_C4014
60833_PAAR_motif_protein,,,,,,,,,,,,,,,PROKKA_00080,,,,,
4408_Insertion_element_IS..,,c4503,,,PROKKA_02385,,PROKKA_01033 PROKKA_03823,,,,PROKKA_01397,,,,,,,,,
58525_hypothetical_protein,,,,,,,,,,,,,,PROKKA_03620,,,,,,
31075_ybbL_1,,,,,,,,,PROKKA_01225,,,,,,,,,,,
91841_hypothetical_protein,,,AS527_RS10610,,,,,,,,,,,,,,,,,UTI89_C1471
80872_hypothetical_protein,,,,,,,,,,,,,,,,,,,ECUMN_0972,
24583_prpC_1,,,,,,,PROKKA_04780,,,,,,,,,,,,,
60039_epsF_2,,,,,,,,,,,,,,PROKKA_05206,,,,,,
28730_AntA-AntB_antirepres..,,,,,,,,PROKKA_03754,,,,,,PROKKA_03062,,PROKKA_04505,,,,
20537_phoP_1,,,,,,,PROKKA_00521,,,,,,,,,,,,,
76314_potI,ECP_RS04390,c0990,AS527_RS06250,PROKKA_00362,PROKKA_03822,PROKKA_04542,PROKKA_00145,PROKKA_00759,PROKKA_00897,PROKKA_00671,PROKKA_02608,PROKKA_03825,PROKKA_04539,PROKKA_00764,PROKKA_04353,PROKKA_00137,PROKKA_04060,b0857,ECUMN_1047,UTI89_C0860
58745_hypothetical_protein,,,,,,,,,,,,,,PROKKA_03848,,,,,,
73805_malK_3,ECP_RS26195,,,,,,,,,,,,,,,,PROKKA_03425,,,
79709_ytjA,ECP_RS23905,c5459,AS527_RS25610,PROKKA_04398,PROKKA_02899,PROKKA_03635,PROKKA_04325,PROKKA_04583,PROKKA_01884,PROKKA_01589,PROKKA_01686,PROKKA_00005 PROKKA_04758,PROKKA_03635,,PROKKA_03382,PROKKA_04144,PROKKA_04929,b4568,ECUMN_5000,UTI89_C5146
5428_3-oxoacyl--acyl_carr..,,,,PROKKA_00050,,,,,,,,,,,,,,,ECUMN_0654,
77532_yegR,ECP_RS10820,c2613,AS527_RS12370,PROKKA_01849,PROKKA_00443,PROKKA_00882,PROKKA_01640,PROKKA_02130,PROKKA_04449,PROKKA_04119,PROKKA_04113,PROKKA_02515,PROKKA_00919,PROKKA_02387,PROKKA_00899,PROKKA_01547,PROKKA_02595,b2085,ECUMN_2420,UTI89_C2361
76003_folD,ECP_RS02935,c0645,AS527_RS04560,PROKKA_05025,PROKKA_03508,PROKKA_04221,PROKKA_04989,PROKKA_00358,,PROKKA_00982,PROKKA_02297,PROKKA_04124,PROKKA_04248,PROKKA_00257,PROKKA_04053,PROKKA_04765,,b0529,ECUMN_0569,UTI89_C0559
17801_hypothetical_protein,,,,,,PROKKA_03162,,,,,,PROKKA_00413,,,,,,,,
15316_Integrase_core_domai..,,,,,,PROKKA_00528,,,,,,,,,,,,,,
79228_glnL,ECP_RS20760,c4818,AS527_RS22665,PROKKA_03788,PROKKA_02308,PROKKA_03000,PROKKA_03738,PROKKA_04017,PROKKA_02464,PROKKA_02205,PROKKA_00958,PROKKA_00582,PROKKA_02931,PROKKA_05866,PROKKA_02805,PROKKA_03446,PROKKA_00552,b3869,ECUMN_4392,UTI89_C4458
78612_nanE,ECP_RS16845,c3977,AS527_RS13685,PROKKA_03073,PROKKA_01637,PROKKA_02195,PROKKA_02988,PROKKA_03315,PROKKA_03210,PROKKA_02922,PROKKA_00225,PROKKA_01298,PROKKA_02198,PROKKA_04849,PROKKA_02082,PROKKA_02694,PROKKA_01284,b3223,ECUMN_3697,UTI89_C3653
7767_casD,,,,PROKKA_02526,,,PROKKA_02354,PROKKA_02797,,,,,,,,,,,ECUMN_3084,
31765_fimD_5,,,,,,,,,PROKKA_01947,,,,,,,,,,,
1155_Hypothetical_protein,,c1193,,PROKKA_03324,,,,,PROKKA_00712,,,,,,PROKKA_04545,,,,ECUMN_3948,
85850_integrase,ECP_RS05740,,,,,,,,,,,,,,,,,,,
65636_hypothetical_protein,,,,,,,,,,,,,,,,PROKKA_05023,,,,
51535_Glycosyl_transferase..,,,,,,,,,,,,,PROKKA_01913,,,,,,,
70870_hypothetical_protein,,,,,,,,,,,,,,,,,PROKKA_00329,,,
10177_Phage_minor_tail_pro..,,,,PROKKA_05084,,,,,,,,,,,,,,,,
19870_hypothetical_protein,,,,,,PROKKA_05339,,,,,,,,,,,,,,
76240_moaD,ECP_RS04015,c0866,AS527_RS05660,PROKKA_00280,PROKKA_03744,PROKKA_04468,PROKKA_00046,PROKKA_00675,PROKKA_00969,PROKKA_00746,PROKKA_02531,PROKKA_03899,PROKKA_04466,PROKKA_00552,PROKKA_04277,PROKKA_00018,PROKKA_04135,b0784,ECUMN_0927,UTI89_C0784
16383_hypothetical_protein,,,,,,PROKKA_01656,,,,PROKKA_03393,,,,,,,,,,
55356_hypothetical_protein,,,,,,,,,,,,,,PROKKA_00643,,,,,,
4434_Hypothetical_protein,,c4531,,,,,,,,,,,,,,,,,,
55063_ahpF_2,,,,,,,,,,,,,,PROKKA_00331,,,,,,
31291_hypothetical_protein,,,,,,,,,PROKKA_01447,,,,,,,,,,,
65353_Fibronectin_type_III..,,,,,,,,,,,,,,,PROKKA_04845,,,,,
63857_uvrD_2,,,,,,,,,,,,,,,PROKKA_03275,,,,,
927_Putative_capsid_comp..,,c0954,AS527_RS06070,,,,,,,,,,,,,PROKKA_00105,,,,
29847_Acetyltransferase_-G..,,,,,,,,PROKKA_04953,,,,,,PROKKA_03821,,,PROKKA_05213,,,
58754_hypothetical_protein,,,,,,,,,,,,,,PROKKA_03857,,,,,,
87203_hypothetical_protein,ECP_RS26375,,,,,,,,,,,,,,,,,,,
76960_ydeP,ECP_RS07625,c1930,AS527_RS16490,PROKKA_01104,PROKKA_04441,PROKKA_00201,PROKKA_00931,PROKKA_01493,PROKKA_00024,PROKKA_00020,PROKKA_03370,PROKKA_03133,PROKKA_00190,,PROKKA_00124,PROKKA_00868,,b1501,ECUMN_1755,UTI89_C1715
79352_zraS,ECP_RS21485,c4961,AS527_RS00115,PROKKA_03978,PROKKA_02460,PROKKA_03145,PROKKA_03900,PROKKA_04172,PROKKA_02313,PROKKA_02044,PROKKA_01160,PROKKA_00431,PROKKA_03081,PROKKA_04051,PROKKA_02955,PROKKA_03635,PROKKA_00405,b4003,ECUMN_4527,UTI89_C3816
21231_hypothetical_protein,,,,,,,PROKKA_01246,PROKKA_01718,,,,,,,,,,,,
13659_glsA1_1,,,,,PROKKA_03463,,PROKKA_04942,,,,,,,,,PROKKA_04722,,,,
55016_cusF_1,,,,,,,,,,,,,,PROKKA_00283,,,,,,
3812_Hypothetical_protein,,c3902,,,,,,,,,,,,,,,,,,UTI89_C3575
3139_Hypothetical_protein,,c3214,,,,,,,,,,,,,,,,,,UTI89_C3021
77227_ansA,ECP_RS08760,c2171,AS527_RS15310,PROKKA_01419,PROKKA_00090,PROKKA_00433,,PROKKA_01755,PROKKA_04893,PROKKA_04517,PROKKA_03609,PROKKA_02910,PROKKA_00430,PROKKA_01942,PROKKA_00418,PROKKA_01141,PROKKA_03020,b1767,ECUMN_2056,UTI89_C1963
38546_LysR_substrate_bindi..,,,,,,,,,,PROKKA_03792,,,,,,,,,,
56864_DNA-binding_transcri..,,,,,,,,,,,,,,PROKKA_02214,,,,,,
79528_yjfJ,ECP_RS22550,c5266,AS527_RS21385,PROKKA_04215,PROKKA_02650,PROKKA_03377,PROKKA_04112,,PROKKA_02090,PROKKA_01836,PROKKA_01460,PROKKA_00202,PROKKA_03406,PROKKA_03733,PROKKA_03170,PROKKA_03956,PROKKA_00105,b4182,ECUMN_4715,UTI89_C4782
35432_mdoG_1,,,,,,,,,,PROKKA_00497,,,,,,,,,,
56565_ydjM,,,,,,,,,,,,,,PROKKA_01900,,,,,,
47105_hypothetical_protein,,,,,,,,,,,,PROKKA_02037,,,,,,,,
79547_priB,ECP_RS22650,,AS527_RS21485,PROKKA_04234,PROKKA_02669,PROKKA_03396,PROKKA_04132,PROKKA_04392,PROKKA_02070,PROKKA_01817,PROKKA_01479,,PROKKA_03387,PROKKA_03713,PROKKA_03189,PROKKA_03975,PROKKA_00085,b4201,ECUMN_4734,UTI89_C4801
3092_Putative_DNA_packagi..,ECP_RS05975,c3167,,PROKKA_00010 PROKKA_00684,,PROKKA_05216 PROKKA_04961,,PROKKA_00405,,,,,,,,PROKKA_00544,PROKKA_00301,,ECUMN_0619 ECUMN_1422,
77482_wbbH,,,,,,,,,,,,,,,,,,b2035,,
57754_hypothetical_protein,,,,,,,,,,,,,,PROKKA_06332,,,,,,
78936_wecH,ECP_RS18675,c4381,AS527_RS00390,PROKKA_03452,PROKKA_01979,PROKKA_02561,PROKKA_03361,PROKKA_03658,PROKKA_02827,PROKKA_02542,PROKKA_00601,PROKKA_00928,PROKKA_02575,,PROKKA_02463,PROKKA_03061,PROKKA_00907,b3561,ECUMN_4072,UTI89_C4102
78724_tusD,ECP_RS17515,c4119,AS527_RS21110,PROKKA_03184,PROKKA_01746,PROKKA_02327,PROKKA_03106,PROKKA_03425,PROKKA_03075,PROKKA_02790,PROKKA_00360,PROKKA_01166,PROKKA_02332,PROKKA_04720,PROKKA_02216,PROKKA_02826,PROKKA_01147,b3345,ECUMN_3805,UTI89_C3847
77160_ydiS,ECP_RS08395,c2095,AS527_RS15660,PROKKA_01351,PROKKA_00021 PROKKA_04657,PROKKA_00364,PROKKA_01211,PROKKA_01683,PROKKA_04964,PROKKA_04590,PROKKA_03539,PROKKA_02979,PROKKA_00360,PROKKA_01868,PROKKA_00351,PROKKA_01072,PROKKA_03098,b1699,ECUMN_1989,UTI89_C1892
309_Gluconate_5-dehydrog..,,c0321,,,,,PROKKA_03489,,PROKKA_01569,,,,PROKKA_03947,,PROKKA_03687,,,,,
54575_hypothetical_protein,,,,,,,,,,,,,,PROKKA_06056,,,,,,
21593_mdtC_1,,,,,,,PROKKA_01629,,,,,,,,,,,,,
1621_Hypothetical_protein,,c1673,,,,,,,,,,,,,,,,,,
20025_hypothetical_protein,,,,,,,PROKKA_05252 PROKKA_00965,,,,,,,,,,,,,
75978_selU,ECP_RS02805,c0618,AS527_RS04430,PROKKA_04998,PROKKA_03482,PROKKA_04194,PROKKA_04960,PROKKA_00332,PROKKA_01218,PROKKA_01012,PROKKA_02267,PROKKA_04151,PROKKA_04221,PROKKA_00230,PROKKA_04026,PROKKA_04738,PROKKA_04390,b0503,ECUMN_0544,UTI89_C0532
77978_hcaD,,,,PROKKA_02301,PROKKA_00926,,PROKKA_02138,PROKKA_02577,,,,,,PROKKA_02940,,,,b2542,ECUMN_2862,
19197_hypothetical_protein,,,,,,PROKKA_04631,,,,,PROKKA_04431,,,,,,,,,UTI89_C0962
90903_hypothetical_protein,,,AS527_RS23535,,,,,,,,,,,,,,,,,
13599_hypothetical_protein,,,,,PROKKA_03399,,PROKKA_04877,,,,,,,,,,,,,
19974_TraP_protein,,,,,,PROKKA_05445,,,,,,,,,,,,,,
39027_Glyoxalase-like_doma..,,,,,,,,,,PROKKA_04299,,PROKKA_02702,,,,,,,,
9501_hpcE,,,,PROKKA_04371,PROKKA_02857,,PROKKA_04299,,,,,,,,,,,,ECUMN_4975,
82167_hypothetical_protein,,,,,,,,,,,,,,,,,,,ECUMN_2303,
74527_pnuC_2,,,,,,,,,,,,,,,,,PROKKA_04170,,,
3431_Putative_conserved_p..,,c3513,,,,,,,PROKKA_03616,PROKKA_03264,PROKKA_05046,,PROKKA_01780,,PROKKA_01734,PROKKA_02360,PROKKA_01728,,,UTI89_C3318
79411_yjcE,ECP_RS21895,c5057,AS527_RS11890,PROKKA_04050,PROKKA_02531,PROKKA_03234,PROKKA_03984,PROKKA_04248,PROKKA_02221,PROKKA_01963,PROKKA_01244,PROKKA_00342,PROKKA_03170,PROKKA_03945,PROKKA_03039,PROKKA_03717,PROKKA_00240,b4065,ECUMN_4601,UTI89_C4652
84584_yjhV,,,AS527_RS29000,,,,,,,,,,,,,,,,ECUMN_4854,
79316_argB,ECP_RS21245,c4918,AS527_RS23140,PROKKA_03928,PROKKA_02407,PROKKA_03093,PROKKA_03846,PROKKA_04119,PROKKA_02367,PROKKA_02100,PROKKA_01107,PROKKA_00482,PROKKA_03027,PROKKA_05992,PROKKA_02901,PROKKA_03582,PROKKA_00459,b3959,ECUMN_4490,UTI89_C4550
81290_hypothetical_protein..,,,,,,,,,,,,,,,,,,,ECUMN_1394,
29415_hypothetical_protein,,,,,,,,PROKKA_04502,,,,,,,,,,,,
2436_Hypothetical_protein,,c2504,,,,,,,,,,,,,,,,,,
25120_repA,,,,,,,,PROKKA_05110,,PROKKA_04927,,,,PROKKA_06248,PROKKA_05191,,,,,
56427_rstA_1,,,,,,,,,,,,,,PROKKA_01754,,,,,,
58149_tsf_2,,,,,,,,,,,,,,PROKKA_03230,,,,,,
38166_hypothetical_protein,,,,,,,,,,PROKKA_03387,,,,,,,,,,
84563_conserved_hypothetic..,,,,,,,,,,,,,,,,,,,ECUMN_4826,
75652_yadS,ECP_RS00840,c0193,AS527_RS24615,PROKKA_04592,PROKKA_03087,PROKKA_03843,PROKKA_04527,PROKKA_04775,PROKKA_01683,PROKKA_01391,PROKKA_01882,PROKKA_04556,PROKKA_03832,PROKKA_03244,PROKKA_03581,PROKKA_04341,PROKKA_04730,b0157,ECUMN_0155,UTI89_C0173
89194_type_1_fimbrial_prot..,ECP_RS23090,,,,,,,,,,,,,,,,,,,
48158_hypothetical_protein,,,,,,,,,,,,PROKKA_03138,,,,,,,,
19999_ylpA_2,,,,,,PROKKA_05470,,,,,,,,,,,,,,
74174_hypothetical_protein,,,,,,,,,,,,,,,,,PROKKA_03806,,,
77849_ptsI,ECP_RS12450,c2951,AS527_RS09780,PROKKA_02172,PROKKA_00798,PROKKA_01218,PROKKA_02001,PROKKA_02447,PROKKA_04117,PROKKA_03783,PROKKA_04563,PROKKA_02198,PROKKA_01246,PROKKA_02802,PROKKA_01223,PROKKA_01865,PROKKA_02259,b2416,ECUMN_2738,UTI89_C2750
3539_Hypothetical_protein,,c3621,,,,,,,,,,,,,,,,,,
13062_symE_1,,,,,PROKKA_02836,,,,,,,,,,,,,,,
18096_rhmR_2,,,,,,PROKKA_03471,,,,,,,,,,,,,,
57343_hypothetical_protein,,,,,,,,,,,,,,PROKKA_02711,,,PROKKA_02335,,,
59894_hypothetical_protein,,,,,,,,,,,,,,PROKKA_05055,,,,,,
42607_hypothetical_protein,,,,,,,,,,,PROKKA_02926,,,,,,,,,
55300_hypothetical_protein,,,,,,,,,,,,,,PROKKA_00587,,,,,,
35161_hypothetical_protein,,,,,,,,,,PROKKA_00208,,,,,,,,,,
2067_Hypothetical_protein,,c2130,,,,,,,,,,,,,,,,,,
2714_Hypothetical_protein,,c2785,,,,,,,,,,,,,,,,,,UTI89_C2524
61556_hypothetical_protein,,,,,,,,,,,,,,,PROKKA_00838,,,,,
76982_yneJ,ECP_RS07695,c1949,AS527_RS16400,PROKKA_01140,PROKKA_04469,PROKKA_00218,,PROKKA_01523,PROKKA_05121,PROKKA_04800,PROKKA_03386,PROKKA_03116,PROKKA_00211,,PROKKA_00144,PROKKA_00918,PROKKA_03247,b1526,ECUMN_1794,UTI89_C1745
4133_Hypothetical_protein,,c4226,,,,,,,,,,,,,,,,,,
58394_yjjL_2,,,,,,,,,,,,,,PROKKA_03487,,,,,,
75674_fabZ,ECP_RS00945,c0217,AS527_RS24510,PROKKA_04614,PROKKA_03110,PROKKA_03865,PROKKA_04549,PROKKA_04798,PROKKA_01660,PROKKA_01368,PROKKA_01906,PROKKA_04534,PROKKA_03855,PROKKA_03217,PROKKA_03604,PROKKA_04364,PROKKA_04708,b0180,ECUMN_0177,UTI89_C0195
76031_ybcV,,,,PROKKA_01189,PROKKA_04505,,PROKKA_05013,,,PROKKA_04749,,,,,PROKKA_00195,,,b0558,ECUMN_1836,
78844_yhhN,ECP_RS18165,c4261,AS527_RS07705,PROKKA_03306,PROKKA_01868,PROKKA_02448,PROKKA_03237,PROKKA_03556,PROKKA_02944,PROKKA_02660,PROKKA_00492,PROKKA_01041,PROKKA_02464,PROKKA_04583,PROKKA_02353,PROKKA_02951,PROKKA_01012,b3468,ECUMN_3930,UTI89_C3983
79611_ahr,ECP_RS23005,c5370,AS527_RS21840,PROKKA_04303,PROKKA_02741,PROKKA_03465,PROKKA_04204,PROKKA_04463,PROKKA_01994,PROKKA_01743,PROKKA_01543,PROKKA_00109,PROKKA_03315,,PROKKA_03265,PROKKA_04045,PROKKA_00014,b4269,ECUMN_4801,UTI89_C4876
22499_hypothetical_protein,,,,,,,PROKKA_02580,,,,,,,,,,,,,
58862_hypothetical_protein,,,,,,,,,,,,,,PROKKA_03968,,,,,,
25572_hypothetical_protein,,,,,,,,PROKKA_00440,,,,,,,,,,,,
77024_rem,,,,PROKKA_01203,,,PROKKA_01038,,,PROKKA_04733,,,,PROKKA_01700,PROKKA_00207,,,b1561,ECUMN_1848,
39687_parA_2,,,,,,,,,,,PROKKA_05570,,,,,,,,,
945_Putative_tail_fiber_..,,c0972,AS527_RS06165,,,,PROKKA_00127,,,,,,,,,PROKKA_00121,,,,
4264_Hypothetical_protein,,c4359,,,,,,,,,,,,,,,,,,
92064_hypothetical_protein,,,AS527_RS24130,,,,,,,,,,,,,,,,,UTI89_C3800
32935_aaeB_1,,,,,,,,,PROKKA_03192,,,,,,,,,,,
78829_ugpB,ECP_RS18080,c4242,AS527_RS07590,PROKKA_03291,PROKKA_01853,PROKKA_02431,PROKKA_03219,PROKKA_03539,PROKKA_02959,PROKKA_02676,PROKKA_00476,PROKKA_01065,PROKKA_02449,PROKKA_04300 PROKKA_04599,PROKKA_02332,PROKKA_02936,PROKKA_01028,b3453,ECUMN_3915,UTI89_C3960
18576_hypothetical_protein,,,,,,PROKKA_03976,,,,,,,,,,,,,,
30554_mchI,,,,,,,,,PROKKA_00676,,,,,,PROKKA_04575,,,,,
47735_hypothetical_protein,,,,,,,,,,,,PROKKA_02696,,,,,,,,
55906_recD_1,,,,,,,,,,,,,,PROKKA_01210,,,,,,
4659_Hypothetical_protein,ECP_RS20475,c4757,AS527_RS08675,,,PROKKA_02938,,,PROKKA_02527,PROKKA_02261,PROKKA_00894,PROKKA_00643,PROKKA_02870,,PROKKA_02747,PROKKA_03385,PROKKA_00615,,,UTI89_C4398
54785_acsA_1,,,,,,,,,,,,,,PROKKA_00046,,,,,,
79572_ytfQ,ECP_RS22800,c5325,AS527_RS21635,PROKKA_04261,PROKKA_02702,PROKKA_03430,PROKKA_04167,PROKKA_04418,PROKKA_02035,PROKKA_01784,PROKKA_01504,PROKKA_00151,PROKKA_03355,PROKKA_03679,PROKKA_03224,PROKKA_04008,PROKKA_00054,b4227,ECUMN_4761,UTI89_C4832
10298_IS1_transposase,,,,PROKKA_05210,PROKKA_02771,PROKKA_02676 PROKKA_03504,PROKKA_01235 PROKKA_04232 PROKKA_04695 PROKKA_04711,PROKKA_00199 PROKKA_00315 PROKKA_00446 PROKKA_00586 PROKKA_00751 PROKKA_01166 PROKKA_01288 PROKKA_01434 PROKKA_01449 PROKKA_03696 PROKKA_04004 PROKKA_04487 PROKKA_04943,,,PROKKA_01577,,PROKKA_03525,PROKKA_05275,,PROKKA_03167 PROKKA_03834,PROKKA_05226 PROKKA_05353 PROKKA_00256 PROKKA_02568 PROKKA_02838 PROKKA_02843 PROKKA_03029 PROKKA_03191 PROKKA_03291 PROKKA_03820 PROKKA_04594 PROKKA_05029 PROKKA_05119 PROKKA_05133,,,
76032_ybcW,,,,PROKKA_01188,PROKKA_04504,,PROKKA_05014,,,PROKKA_04750,,,,,PROKKA_00194,,,b0559,ECUMN_1835,
14938_aldA_2,,,,,,PROKKA_00134,,,PROKKA_00111,PROKKA_00099,,,,,,PROKKA_00787,PROKKA_03369,,,
39443_hypothetical_protein,,,,,,,,,,PROKKA_04738,,,,,,,,,,
10311_pemI,,,,PROKKA_05223,,PROKKA_05337,,PROKKA_04921,,,,,,,,,PROKKA_05199 PROKKA_05367,,ECUMN_p10066,
57526_der_2,,,,,,,,,,,,,,PROKKA_02901,,,,,,
