,536,CFT073,HM01,HM03,HM06,HM07,HM14,HM17,HM43,HM54,HM56,HM57,HM60,HM66,HM68,HM86,K-12,UMN026,UTI89
77159_ydiR,ECP_RS08390,c2094,PROKKA_01350,PROKKA_00020 PROKKA_04656,PROKKA_00363,PROKKA_01210,PROKKA_01682,PROKKA_04965,PROKKA_04591,PROKKA_03538,PROKKA_02980,PROKKA_00359,PROKKA_01867,PROKKA_00350,PROKKA_01071,PROKKA_03099,b1698,ECUMN_1988,UTI89_C1891
67067_hypothetical_protein,,,,,,,,,,,,,,,PROKKA_01488,,,,
85914_N-acetyltransferase,ECP_RS06075,,,,,,,,,,,,,,,,,,
1291_Hypothetical_protein,,c1337,,,,,,,,,,,,,,,,,
6702_hypothetical_protein,,,PROKKA_01179,,PROKKA_01430,,,,PROKKA_04762,,,,PROKKA_01671,PROKKA_00185,,PROKKA_04953,,ECUMN_1827,UTI89_C5122
4020_Hypothetical_protein,,c4113,,,,,,,,,,,,,,,,,
46900_hypothetical_protein,,,,,,,,,,,PROKKA_02045,,,,,,,,
75315_hypothetical_protein,,,,,,,,,,,,,,,,PROKKA_05375,,,
77780_fadJ,ECP_RS12125,c2886,PROKKA_02113,PROKKA_00686,PROKKA_01147,PROKKA_01932,PROKKA_02381,PROKKA_04182,PROKKA_03846,PROKKA_04499,PROKKA_02256,PROKKA_01181,PROKKA_02727,PROKKA_01161,PROKKA_01806,PROKKA_02322,b2341,ECUMN_2680,UTI89_C2625
523_Hypothetical_protein,,c0545,,,,,,,,,,,,,,,,,
1708_Acriflavine_resistan..,ECP_RS06835,c1761,,,PROKKA_00055,,,PROKKA_00193,PROKKA_00178,PROKKA_03210,PROKKA_03352,PROKKA_00034,PROKKA_01320,PROKKA_05039,PROKKA_00715,PROKKA_03451,,,UTI89_C1563
356_Hypothetical_protein,,c0375,,,,,,,,,,,,,,,,,UTI89_C0265
76884_opgD,ECP_RS07275,c1849,PROKKA_01015,PROKKA_04355,PROKKA_00144,PROKKA_00842,PROKKA_01416,PROKKA_00103,PROKKA_00091,PROKKA_03298,PROKKA_03201,PROKKA_00118,PROKKA_01494,PROKKA_00052,PROKKA_00796,PROKKA_03355,b1424,ECUMN_1672,UTI89_C1645
20363_pgaB_2,,,,,,PROKKA_00366,,,,,,,,,,,,,
10366_rrrD_4,,,PROKKA_05063,,,,,,,,,,,,,,,ECUMN_0606,
63851_mcrB,,,,,,,,,,,,,,PROKKA_03269,,,,,
94460_conserved_hypothetic..,,,,,,,,,,,,,,,,,,,UTI89_P018 UTI89_P036
79212_yigZ,ECP_RS20650,c4795,PROKKA_03762,PROKKA_02282,PROKKA_02973,PROKKA_03711,PROKKA_03988,PROKKA_02491,PROKKA_02231,PROKKA_00931,PROKKA_00608,PROKKA_02905,PROKKA_05834,PROKKA_02777,PROKKA_03420,PROKKA_00579,b3848,ECUMN_4372,UTI89_C4433
61486_lgrD_2,,,,,,,,,,,,,,PROKKA_00763,,,,,
69330_hypothetical_protein,,,,,,,,,,,,,,,PROKKA_03878,,,,
78288_ygfS,ECP_RS14700,c3463,PROKKA_02679,PROKKA_01280,PROKKA_01732,PROKKA_02523,PROKKA_02937,PROKKA_03666,PROKKA_03312,PROKKA_05094,PROKKA_01674,PROKKA_01733,PROKKA_05381,PROKKA_01687,PROKKA_02313,PROKKA_01777,b2886,ECUMN_3228,UTI89_C3270
1552_Hypothetical_protein,,c1601,PROKKA_00705,,PROKKA_04986,,,PROKKA_00350,,,,PROKKA_04968,,,PROKKA_00566,PROKKA_03605,,ECUMN_1442,UTI89_C1341
79074_yidA,ECP_RS19795,c4619,PROKKA_03609,PROKKA_02125,PROKKA_02801,PROKKA_03543,PROKKA_03826,PROKKA_02666,PROKKA_02400,PROKKA_00752,PROKKA_00786,PROKKA_02734,PROKKA_04163,PROKKA_02603,PROKKA_03244,PROKKA_00754,b3697,ECUMN_4228,UTI89_C4247
76977_uxaB,ECP_RS07670,,PROKKA_01135,PROKKA_04464,PROKKA_00213,PROKKA_00982,PROKKA_01518,PROKKA_05127,PROKKA_04805,PROKKA_03381,PROKKA_03121,PROKKA_00206,PROKKA_01612,PROKKA_00139,PROKKA_00913,PROKKA_03252,b1521,ECUMN_1789,UTI89_C1740
5066_Hypothetical_protein,,c5175,,,,,,,,,,,,,,,,,
77473_hisF,ECP_RS10535,c2552,PROKKA_01735,PROKKA_00364,PROKKA_00820,PROKKA_01568,PROKKA_02069,PROKKA_04515,PROKKA_04181,PROKKA_04049,PROKKA_02578,PROKKA_00850,PROKKA_02316,PROKKA_00828,PROKKA_01477,PROKKA_02661,b2025,ECUMN_2367,UTI89_C2298
20754_Lysis_protein_S,,,,,,PROKKA_00775,,,,,,,,,,,,,
57013_hypothetical_protein,,,,,,,,,,,,,PROKKA_05077,,,,,,
3405_Hypothetical_protein,,c3487,,,,,,,,,,,,,,,,,
78405_metC,ECP_RS15765,c3742,PROKKA_02852,PROKKA_01420,PROKKA_01971,PROKKA_02756,PROKKA_03236,PROKKA_03440,PROKKA_03144,PROKKA_04802,PROKKA_01519,PROKKA_01974,PROKKA_05155,PROKKA_01843,PROKKA_02468,PROKKA_01528,b3008,ECUMN_3492,UTI89_C3428
78384_yghR,ECP_RS15650,c3721,,PROKKA_01398,PROKKA_01949,PROKKA_02730,PROKKA_03066,PROKKA_03462,PROKKA_03165,PROKKA_04823,PROKKA_01542,PROKKA_01953,PROKKA_05176,PROKKA_01821,PROKKA_02446,PROKKA_01551,b2984,ECUMN_3468,UTI89_C3406
58078_ybdO_3,,,,,,,,,,,,,PROKKA_00355,,,,,,
65169_hypothetical_protein,,,,,,,,,,,,,,PROKKA_04652,,,,,
24092_hpaB_2,,,,,,PROKKA_04290,,,,,,,,,,,,,
16624_Bacterial_type_II_se..,ECP_RS15510,,,,PROKKA_01921,PROKKA_02695,PROKKA_03033,PROKKA_03493,PROKKA_03197,PROKKA_04851,PROKKA_01570,PROKKA_01924,PROKKA_05210,PROKKA_01791,PROKKA_02417,PROKKA_01580,,ECUMN_3439,UTI89_C3380
78737_crp,ECP_RS17585,c4132,PROKKA_03197,PROKKA_01759,PROKKA_02340,PROKKA_03119,PROKKA_03439,PROKKA_03062,PROKKA_02777,PROKKA_00374,PROKKA_01153,PROKKA_02346,PROKKA_04707,PROKKA_02229,PROKKA_02840,PROKKA_01133,b3357,ECUMN_3820,UTI89_C3860
76585_hflD,ECP_RS05715,c1511,PROKKA_00633,PROKKA_04101,PROKKA_04918,PROKKA_00524,PROKKA_01158,PROKKA_00430,PROKKA_00407,PROKKA_02939,PROKKA_03564,PROKKA_04883,PROKKA_01121,PROKKA_04859,PROKKA_00494,PROKKA_03687,b1132,ECUMN_1376,UTI89_C1261
15390_hypothetical_protein,,,,,PROKKA_00617,,,,,,,,,,,,,,
78313_pepP,ECP_RS14815,c3490,PROKKA_02701,PROKKA_01303,PROKKA_01755,PROKKA_02549,PROKKA_02960,PROKKA_03641,PROKKA_03290,PROKKA_05072,PROKKA_01652,PROKKA_01755,,PROKKA_01709,PROKKA_02335,PROKKA_01754,b2908,ECUMN_3250,UTI89_C3294
87612_hypothetical_protein,ECP_RS25295,,,,,,,,,,,,,,,,,,
63874_Restriction_endonucl..,,,,,,,,,,,,,,PROKKA_03292,,,,,
78137_hycB,ECP_RS13755,c3284,PROKKA_02489,PROKKA_01082,PROKKA_01541,PROKKA_02313,PROKKA_02760,PROKKA_03849,PROKKA_03503,PROKKA_05283,PROKKA_01881,PROKKA_01561,PROKKA_05595,PROKKA_01496,PROKKA_02132,PROKKA_01983,b2724,ECUMN_3046,UTI89_C3087
31301_hypothetical_protein,,,,,,,,PROKKA_01458,,,,,,,,,,,
8217_hypothetical_protein,,,PROKKA_02778,,,,,,,,,PROKKA_03307,,,PROKKA_03900,,,,
5447_OsmC-like_protein,,,PROKKA_05157,,,,,,,,,,,,,,,,
75353_neo_1,,,,,,,,,,,,,,,,PROKKA_05224,,,
92769_hypothetical_protein,,,,,,,,,,,,,,,,,,,UTI89_C3456
87067_hypothetical_protein,ECP_RS26350,,,,,,,,,,,,,,,,,,
338_Hypothetical_protein,,c0357,,,,,,PROKKA_01535,,,,PROKKA_03977,,PROKKA_03720,,,,,
57579_lhgO_1,,,,,,,,,,,,,PROKKA_05668,,,,,,
76003_folD,ECP_RS02935,c0645,PROKKA_05025,PROKKA_03508,PROKKA_04221,PROKKA_04989,PROKKA_00358,,PROKKA_00982,PROKKA_02297,PROKKA_04124,PROKKA_04248,PROKKA_00257,PROKKA_04053,PROKKA_04765,,b0529,ECUMN_0569,UTI89_C0559
79467_yjdF,ECP_RS22235,,PROKKA_04104,PROKKA_02585,PROKKA_03303,PROKKA_04048,PROKKA_04303,PROKKA_02153,PROKKA_01900,PROKKA_01310,PROKKA_00275,PROKKA_03238,PROKKA_03879,PROKKA_03106,PROKKA_03784,PROKKA_00169,b4121,ECUMN_4653,UTI89_C4714
43106_Caudovirus_prohead_p..,,,,,,,,,,PROKKA_03144,,,,,,,,,
20635_trpGD_1,,,,,,PROKKA_00651,,,,,,,,,,,,,
77219_nudG,ECP_RS08700,c2160,PROKKA_01412,PROKKA_00082,PROKKA_00425,PROKKA_01276,PROKKA_01747,PROKKA_04904,PROKKA_04528,PROKKA_03600,PROKKA_02918,PROKKA_00420,PROKKA_01934,PROKKA_00411,PROKKA_01134,PROKKA_03034,b1759,ECUMN_2048,UTI89_C1955
78154_rpoS,ECP_RS13920,c3306,PROKKA_02507,PROKKA_01104,PROKKA_01561,PROKKA_02338,PROKKA_02782,PROKKA_03828,PROKKA_03481,PROKKA_05262,PROKKA_01841,PROKKA_01582,PROKKA_05577,PROKKA_01517,PROKKA_02152,PROKKA_01946,b2741,ECUMN_3064,UTI89_C3111
76265_glnQ,ECP_RS04145,c0894,PROKKA_00305,PROKKA_03771,PROKKA_04493,PROKKA_00071,PROKKA_00705,PROKKA_00944,PROKKA_00721,PROKKA_02560,PROKKA_03874,PROKKA_04491,PROKKA_00580,PROKKA_04305,PROKKA_00044,PROKKA_04108,b0809,ECUMN_0953,UTI89_C0812
9978_hypothetical_protein,ECP_RS01155,,PROKKA_04658,PROKKA_03155,,,PROKKA_00052,,,PROKKA_01952,PROKKA_04488,,,,PROKKA_04410,PROKKA_04664,,ECUMN_0218,UTI89_C0241
43735_hypothetical_protein,,,,,,,,,,PROKKA_03802,,,,,,,,,
11090_DinB_family_protein,,,,PROKKA_00731,,,,,,,,,,,,,,,
79346_hemE,ECP_RS21455,c4954,PROKKA_03972,PROKKA_02453,PROKKA_03139,PROKKA_03894,PROKKA_04165,PROKKA_02320,PROKKA_02051,PROKKA_01153,PROKKA_00437,PROKKA_03074,PROKKA_04058,PROKKA_02948,PROKKA_03628,PROKKA_00411,b3997,ECUMN_4521,UTI89_C3822
77963_iscA,ECP_RS12925,c3053,PROKKA_02285,PROKKA_00911,PROKKA_01318,PROKKA_02122,PROKKA_02561,PROKKA_04017,PROKKA_03684,PROKKA_04683,PROKKA_02099,PROKKA_01395,PROKKA_02924,PROKKA_01321,PROKKA_01965,PROKKA_02159,b2528,ECUMN_2848,UTI89_C2850
74009_hypothetical_protein,,,,,,,,,,,,,,,,PROKKA_03826,,,
77300_yebV,ECP_RS09120,c2245,PROKKA_01492,PROKKA_00155,PROKKA_00500,PROKKA_01367,PROKKA_01822,PROKKA_04824,PROKKA_04446,PROKKA_03682,PROKKA_02842,PROKKA_00496,PROKKA_02020,PROKKA_00491,PROKKA_01207,PROKKA_02946,b1836,ECUMN_2130,UTI89_C2037
1154_Conserved_hypothetic..,,c1192,PROKKA_03325,,,,,PROKKA_00713,,,,,,PROKKA_04544,,,,ECUMN_3949,
79436_alsR,ECP_RS22075,c5095,,,PROKKA_03269,,,PROKKA_02186,PROKKA_01932,PROKKA_01278,PROKKA_00307,PROKKA_03205,PROKKA_03912,PROKKA_03074,PROKKA_03752,PROKKA_00202,b4089,,UTI89_C4684
78271_xdhC,ECP_RS14615,c3446,PROKKA_02662,PROKKA_01263,PROKKA_01715,PROKKA_02505,PROKKA_02920,PROKKA_03686,PROKKA_03330,PROKKA_05111,PROKKA_01691,PROKKA_01716,PROKKA_05398,PROKKA_01669,PROKKA_02295,PROKKA_01796,b2868,ECUMN_3211,UTI89_C3253
57138_epsF_3,,,,,,,,,,,,,PROKKA_05207,,,,,,
18516_hypothetical_protein,,,,,PROKKA_03927,,,,,,,,,,,,,,
78485_alx,ECP_RS16215,c3846,PROKKA_02941,PROKKA_01498,PROKKA_02068,PROKKA_02842,PROKKA_03149,PROKKA_03340,PROKKA_03049,PROKKA_00091,PROKKA_01425,PROKKA_02074,PROKKA_04996,PROKKA_01951,PROKKA_02566,PROKKA_01420,b3088,ECUMN_3571,UTI89_C3526
77979_yphA,ECP_RS12970,c3065,PROKKA_02302,PROKKA_00927,PROKKA_01328,PROKKA_02139,PROKKA_02578,PROKKA_04007,PROKKA_03673,PROKKA_04693,PROKKA_02089,PROKKA_01406,PROKKA_02941,PROKKA_01331,PROKKA_01975,PROKKA_02149,b2543,ECUMN_2863,UTI89_C2861
75993_ylbE,ECP_RS02880,c0633,PROKKA_05015,PROKKA_03498,PROKKA_04210,PROKKA_04978,PROKKA_00348,PROKKA_01202,PROKKA_00994,PROKKA_02285,PROKKA_04135,PROKKA_04237,PROKKA_00247,PROKKA_04042,PROKKA_04754,PROKKA_04374,b4572,ECUMN_0559,UTI89_C0547
20926_hypothetical_protein,,,,,,PROKKA_00953 PROKKA_05254,,,,,,,,,,PROKKA_03269 PROKKA_03282,,,
58198_Methylaspartate_ammo..,,,,,,,,,,,,,PROKKA_00484,,,,,,
74793_hypothetical_protein,,,,,,,,,,,,,,,,PROKKA_04648,,,
75969_fetB,ECP_RS02775,,PROKKA_04992,PROKKA_03470,PROKKA_04184,PROKKA_04949,PROKKA_00326,PROKKA_01224,PROKKA_01018,PROKKA_02260,PROKKA_04160,PROKKA_04214,PROKKA_00223,PROKKA_04020,PROKKA_04731,PROKKA_04397,b0491,ECUMN_0538,UTI89_C0526
54676_metB_1,,,,,,,,,,,,,PROKKA_05966,,,,,,
78886_gadE,ECP_RS18400,c4323,PROKKA_03385,PROKKA_01912,PROKKA_02501,PROKKA_03296,PROKKA_03600,PROKKA_02890,PROKKA_02612,PROKKA_00537,PROKKA_00989,PROKKA_02516,PROKKA_04526,PROKKA_02405,PROKKA_03004,PROKKA_00967,b3512,ECUMN_4012,UTI89_C4043
79338_thiH,ECP_RS21415,c4946,PROKKA_03963,PROKKA_02444,PROKKA_03130,PROKKA_03885,PROKKA_04156,PROKKA_02329,PROKKA_02060,PROKKA_01144,PROKKA_00446,PROKKA_03065,PROKKA_04069,PROKKA_02939,PROKKA_03619,PROKKA_00420,b3990,ECUMN_4513,UTI89_C3830
1608_Hypothetical_protein,ECP_RS06345,c1660,,,,,,,,,,,,,,,,,UTI89_C1396
76775_ycjR,ECP_RS06950,c1786,,PROKKA_04273,PROKKA_00076,PROKKA_00713,PROKKA_01333,PROKKA_00172,PROKKA_00154,PROKKA_03232,PROKKA_03330,PROKKA_00055,PROKKA_01352,PROKKA_05061,PROKKA_00736,PROKKA_03429,b1314,,UTI89_C1585
77629_rplY,ECP_RS11340,c2722,PROKKA_01956,PROKKA_00544,PROKKA_00986,PROKKA_01777,PROKKA_02235,PROKKA_04344,PROKKA_04002,PROKKA_04217,PROKKA_02412,PROKKA_01020,PROKKA_02526,PROKKA_01003,PROKKA_01649,PROKKA_02486,b2185,ECUMN_2522,UTI89_C2462
80836_conserved_hypothetic..,,,,,,,,,,,,,,,,,,ECUMN_1078,
4314_Hypothetical_protein,,c4409,,,PROKKA_02590,,,PROKKA_02799,PROKKA_02514,PROKKA_00628,PROKKA_00899,PROKKA_02603,PROKKA_04417,PROKKA_02490,PROKKA_03086,,,,UTI89_C4130
53011_htrE_2,ECP_RS19255,,,,,,,,,,,PROKKA_03483,,,PROKKA_03875,PROKKA_05167,,,UTI89_C4905
76489_ycdY,ECP_RS05210,c1297,PROKKA_00526,PROKKA_04003,PROKKA_04819,PROKKA_00379,PROKKA_01003,PROKKA_00598,PROKKA_00511,PROKKA_02771,PROKKA_03662,PROKKA_04701,PROKKA_01007,PROKKA_04688,PROKKA_00396,PROKKA_03788,b1035,ECUMN_1209,UTI89_C1156
77950_ispG,ECP_RS12860,c3037,PROKKA_02270,PROKKA_00897,PROKKA_01303,PROKKA_02107,PROKKA_02546,PROKKA_04031,PROKKA_03698,PROKKA_04669,PROKKA_02113,PROKKA_01380,PROKKA_02907,PROKKA_01307,PROKKA_01951,PROKKA_02173,b2515,ECUMN_2835,UTI89_C2836
58187_hutG_2,,,,,,,,,,,,,PROKKA_00473,,,,,,
76820_racR,,,,,,,,,,,,,PROKKA_01401,PROKKA_04789,,,b1356,,
72228_hypothetical_protein,,,,,,,,,,,,,,,,PROKKA_01965,,,
75879_proY,ECP_RS02305,c0512,PROKKA_04891,PROKKA_03372,PROKKA_04086,PROKKA_04848,PROKKA_00227,PROKKA_01327,PROKKA_01116,PROKKA_02159,PROKKA_04256,PROKKA_04118,PROKKA_00116,PROKKA_03920,PROKKA_04634,PROKKA_04498,b0402,ECUMN_0439,UTI89_C0424
79260_rhaM,ECP_RS20920,c4850,PROKKA_03827,PROKKA_02345,PROKKA_03034,PROKKA_03782,PROKKA_04058,PROKKA_02429,PROKKA_02167,PROKKA_01000,PROKKA_00542,PROKKA_02965,PROKKA_05918,PROKKA_02839,PROKKA_03477,PROKKA_00521,b3901,ECUMN_4429,UTI89_C4484
2102_Hypothetical_protein,,c2165,,,,,,PROKKA_04899,,,,PROKKA_00425,,,,,,,
73237_hypothetical_protein,,,,,,,,,,,,,,,,PROKKA_03026,,,
13829_potE_1,,,,PROKKA_03647,PROKKA_04373,,,,,,,,,,,PROKKA_04222,,,
78822_yrhB,ECP_RS18045,c4235,PROKKA_03284,PROKKA_01846,,PROKKA_03212,PROKKA_03532,PROKKA_02966,PROKKA_02683,PROKKA_00469,,PROKKA_02442,,PROKKA_02325,PROKKA_02929,PROKKA_01036,b3446,ECUMN_3908,UTI89_C3953
92246_hypothetical_protein,,,,,,,,,,,,,,,,,,,UTI89_C2924
24028_fecC_2,,,,,,PROKKA_04226,,,,,,,,,,,,,
79089_mdtL,ECP_RS19870,c4633,PROKKA_03621,PROKKA_02137,PROKKA_02813,PROKKA_03557,PROKKA_03838,PROKKA_02654,PROKKA_02388,PROKKA_00764,PROKKA_00774,PROKKA_02746,PROKKA_04151,PROKKA_02615,PROKKA_03258,PROKKA_00742,b3710,ECUMN_4241,UTI89_C4263
16881_gltB_2,,,,,PROKKA_02191,,,,,,PROKKA_01302,,PROKKA_04854,PROKKA_02078,,,,,
75930_ybaY,,c0572,PROKKA_04945,PROKKA_03428,PROKKA_04140,PROKKA_04907,PROKKA_00283,PROKKA_01271,PROKKA_01060,PROKKA_02214,PROKKA_04203,PROKKA_04172,PROKKA_00173,PROKKA_03978,PROKKA_04686,PROKKA_04444,b0453,ECUMN_0493,UTI89_C0481
78105_luxS,ECP_RS13560,c3244,PROKKA_02449,PROKKA_01043,PROKKA_01501,PROKKA_02270,PROKKA_02721,PROKKA_03892,PROKKA_03543,PROKKA_05325,PROKKA_01920,PROKKA_01519,PROKKA_05637,PROKKA_01454,PROKKA_02093,PROKKA_02025,b2687,ECUMN_3012,UTI89_C3049
77209_xthA,ECP_RS08650,c2150,PROKKA_01402,PROKKA_00072,PROKKA_00415,PROKKA_01265,PROKKA_01737,PROKKA_04914,PROKKA_04539,PROKKA_03590,PROKKA_02928,PROKKA_00410,PROKKA_01923,PROKKA_00401,PROKKA_01124,PROKKA_03046,b1749,ECUMN_2038,UTI89_C1945
43700_dnaC_2,,,,,,,,,,PROKKA_03765,,,,,,,,,
61554_mfpsA,,,,,,,,,,,,,,PROKKA_00836,,,,,
36591_hypothetical_protein,,,,,,,,,PROKKA_01716,,,,,,,,,,
77070_rstB,ECP_RS07925,c2001,PROKKA_01250,PROKKA_04559,PROKKA_00266,PROKKA_01098,PROKKA_01582,PROKKA_05065,PROKKA_04688,PROKKA_03440,PROKKA_03074,PROKKA_00263,PROKKA_01757,PROKKA_00255,PROKKA_00972,PROKKA_03201,b1609,ECUMN_1898,UTI89_C1797
6580_hypothetical_protein,,,PROKKA_01054,,,,,,,,,,,,,,,ECUMN_1708,
56265_ybbH_2,,,,,,,,,,,,,PROKKA_04297,,,,,,
16247_hypF_1,,,,,PROKKA_01528,PROKKA_02298,,PROKKA_03863,,PROKKA_05299,,PROKKA_01547,,PROKKA_01480,PROKKA_02119,,,,
1666_Hypothetical_protein,,c1718,,,,,,,,,,,,,,,,,UTI89_C1452
61440_esaR_1,,,,,,,,,,,,,,PROKKA_00717,,,,,
3144_Hypothetical_protein,,c3219,,,,,,,,,,,,,,,,,
78945_bax,ECP_RS18720,c4390,PROKKA_03461,PROKKA_01988,PROKKA_02571,PROKKA_03372,PROKKA_03667,PROKKA_02817,PROKKA_02533,PROKKA_00611,PROKKA_00919,PROKKA_02585,PROKKA_04439,PROKKA_02473,PROKKA_03070,PROKKA_00897,b3570,ECUMN_4082,UTI89_C4111
2855_Conserved_hypothetic..,,c2930,,,,,,,,,,,,,,,,,UTI89_C2723
77771_prmB,ECP_RS12070,c2876,PROKKA_02103,PROKKA_00676,PROKKA_01136,PROKKA_01922,PROKKA_02371,PROKKA_04193,PROKKA_03856,PROKKA_04488,PROKKA_02266,PROKKA_01169,PROKKA_02714,PROKKA_01150,PROKKA_01796,PROKKA_02332,b2330,ECUMN_2670,UTI89_C2615
79369_lysC,ECP_RS21635,c4990,PROKKA_04007,PROKKA_02484,PROKKA_03175,PROKKA_03930,PROKKA_04198,PROKKA_02282,PROKKA_02013,PROKKA_01190,PROKKA_00400,PROKKA_03111,PROKKA_03997,PROKKA_02986,PROKKA_03665,PROKKA_00374,b4024,ECUMN_4557,UTI89_C4592
78717_chiA,ECP_RS17480,c4109,,,PROKKA_02320,,,PROKKA_03082,PROKKA_02797,PROKKA_00353,PROKKA_01173,PROKKA_02325,,PROKKA_02209,PROKKA_02819,PROKKA_01154,b3338,,UTI89_C3793
75700_mltD,ECP_RS01100,c0248,PROKKA_04647,PROKKA_03144,PROKKA_03898,,PROKKA_00039,PROKKA_01624,PROKKA_01334,PROKKA_01940,PROKKA_04500,PROKKA_03891,PROKKA_03181,PROKKA_03637,PROKKA_04398,PROKKA_04675,b0211,ECUMN_0208,UTI89_C0230
29378_fdhF_4,,,,,,,PROKKA_04265,,,,,,,,,,,,
3173_Hypothetical_protein,,c3248,,,,,,,,,,,,,,,,,
64275_hypothetical_protein,,,,,,,,,,,,,,PROKKA_03714,,,,,
78792_yhgH,ECP_RS17840,c4190,PROKKA_03248,PROKKA_01811,PROKKA_02392,PROKKA_03176,PROKKA_03498,PROKKA_03009,PROKKA_02725,PROKKA_00426,PROKKA_01102,PROKKA_02399,PROKKA_04646,PROKKA_02283,PROKKA_02890,PROKKA_01080,b3413,ECUMN_3872,UTI89_C3914
77786_yfdC,ECP_RS12150,c2892,PROKKA_02119,PROKKA_00692,PROKKA_01152,PROKKA_01940,PROKKA_02387,PROKKA_04176,PROKKA_03840,PROKKA_04504,PROKKA_02251,PROKKA_01186,PROKKA_02735,PROKKA_01166,PROKKA_01811,PROKKA_02317,b2347,ECUMN_2688,UTI89_C2632
79145_ilvC,ECP_RS20175,c4696,PROKKA_03687,PROKKA_02207,PROKKA_02878,PROKKA_03629,PROKKA_03909 PROKKA_04814,PROKKA_02591,PROKKA_02325,PROKKA_00828,PROKKA_00709,PROKKA_02808,PROKKA_05733,PROKKA_02679,PROKKA_03322,PROKKA_00678,b3774,ECUMN_4300,UTI89_C4330
24090_hpaC_2,,,,,,PROKKA_04288,,,,,,,,,,,,,
79626_fecI,,,,PROKKA_02770,PROKKA_03503,PROKKA_04230,PROKKA_04486,,,PROKKA_01576,,PROKKA_03523,,,PROKKA_03836,,b4293,ECUMN_4862,
77586_cdd,ECP_RS11110,c2675,PROKKA_01912,PROKKA_00501,PROKKA_00944,PROKKA_01728,PROKKA_02190,PROKKA_04387,PROKKA_04046,PROKKA_04175,PROKKA_02455,PROKKA_00978,PROKKA_02473,PROKKA_00958,PROKKA_01606,PROKKA_02530,b2143,ECUMN_2476,UTI89_C2416
82402_conserved_hypothetic..,ECP_RS12160,,,,,,,,,,,,,,,,,ECUMN_2689,
4930_Putative_2-oxoglutar..,ECP_RS21810,c5035,,,PROKKA_03215,,,PROKKA_02239,PROKKA_01981,PROKKA_01224,PROKKA_00361,PROKKA_03152,,PROKKA_03020,PROKKA_03698,PROKKA_00262,,,UTI89_C4633
44192_hypothetical_protein,,,,,,,,,,PROKKA_04283,,,,,,,,,
86539_hypothetical_protein,ECP_RS26260,,,,,,,,,,,,,,,,,,
45062_hypothetical_protein,,,,,,,,,,,PROKKA_00090,,,,,,,,
3507_papD,,c3589,,,,,,,,,,,,,,,,,
4666_Carbamate_kinase-lik..,ECP_RS20510,c4764,,,PROKKA_02945,,,PROKKA_02520,PROKKA_02253,PROKKA_00902,PROKKA_00636,PROKKA_02877,PROKKA_05801,PROKKA_02755,PROKKA_03392,PROKKA_00608,,,UTI89_C4405
25151_hypothetical_protein,,,,,,,PROKKA_05141,,,,,,,,,,,,
85871_hypothetical_protein,ECP_RS05855,,,,,,,,,,,,,,,,,,
65280_hypothetical_protein,,,,,,,,,,,,,,PROKKA_04766,,,,,
56895_hypothetical_protein,,,,,,,,,,,,,PROKKA_04954,,,,,,
36197_rhsB,,,,,,,,,PROKKA_01300,,,,,,,,,,
3076_Hypothetical_protein,,c3151,,,,,,,,,,,,,,,,,UTI89_C5136
57460_hypothetical_protein,,,,,,,,,,,,,PROKKA_05542,,,,,,
1754_Hypothetical_protein,ECP_RS07065,c1809,,,,,,,,,,,,,,,,,UTI89_C1607
54716_coaA_5,,,,,,,,,,,,,PROKKA_06013 PROKKA_04088,,,,,,
48064_Terminase-like_famil..,,,,,,,,,,,PROKKA_03261,,PROKKA_01426,,,,,,
1121_Hypothetical_protein,ECP_RS24620,c1153,,,,,,,,,,,,,,,,,
44178_hypothetical_protein,,,,,,,,,,PROKKA_04269,,,,,,,,,
3603_Hypothetical_protein,,c3685,,,,,,,,,,,,,,,,,UTI89_C3361
76487_ghrA,ECP_RS05200,c1295,PROKKA_00524,PROKKA_04001,PROKKA_04817,PROKKA_00377,PROKKA_01001,PROKKA_00600,PROKKA_00513,PROKKA_02769,PROKKA_03664,PROKKA_04699,PROKKA_01005,PROKKA_04643,PROKKA_00394,PROKKA_03790,b1033,ECUMN_1207,UTI89_C1154
75973_ybbA,,c0616,PROKKA_04996,PROKKA_03474,PROKKA_04188,PROKKA_04953,PROKKA_00330,PROKKA_01220,PROKKA_01014,PROKKA_02264,PROKKA_04156,PROKKA_04218,PROKKA_00228,PROKKA_04024,PROKKA_04735,PROKKA_04393,b0495,ECUMN_0542,UTI89_C0530
76134_ybeZ,ECP_RS03410,c0745,PROKKA_00155,PROKKA_03621,PROKKA_04337,PROKKA_05141,PROKKA_00548,PROKKA_01092,PROKKA_00880,PROKKA_02407,PROKKA_04020,PROKKA_04346,PROKKA_00389,PROKKA_04154,PROKKA_04864,PROKKA_04256,b0660,ECUMN_0753,UTI89_C0658
76565_bhsA,ECP_RS05610,c1386,PROKKA_00609,PROKKA_04080,PROKKA_04898,PROKKA_00463,PROKKA_01079,PROKKA_00518,PROKKA_00430,PROKKA_02849,PROKKA_03584,PROKKA_04779,PROKKA_01094,PROKKA_04768,PROKKA_00473,PROKKA_03708,b1112,ECUMN_1290,UTI89_C1240
7847_hypothetical_protein,,,PROKKA_02388,,,,,,,,,,,,,,,ECUMN_2947,
20995_hypothetical_protein,,,,,,PROKKA_01024,,,,,,,PROKKA_05276,,,,,,
